0.03259048821548822,21-09-12-05-18
0.03259048821548821,21-09-12-05-19
0.03259048821548821,21-09-12-05-20
0.03259048821548821,21-09-12-05-21
0.030758986383986376,21-09-12-05-22
0.03036963212596124,21-09-12-05-23
0.03036963212596124,21-09-12-05-24
0.028740011724386727,21-09-12-05-25
0.028740011724386727,21-09-12-05-26
0.02874001172438672,21-09-12-05-27
0.02874001172438672,21-09-12-05-28
0.028740011724386727,21-09-12-05-29
0.026954297438672437,21-09-12-05-30
0.026954297438672437,21-09-12-05-31
0.026954297438672437,21-09-12-05-32
0.02838519676482639,21-09-12-05-33
0.02727248530602189,21-09-12-05-34
0.0250764312661903,21-09-12-05-35
0.0250764312661903,21-09-12-05-36
0.0250764312661903,21-09-12-05-37
0.024777902322545182,21-09-12-05-38
0.024777902322545176,21-09-12-05-39
0.02808847945896139,21-09-12-05-41
0.02808847945896139,21-09-12-05-42
0.026367309063092197,21-09-12-05-43
0.026367309063092197,21-09-12-05-44
0.026367309063092197,21-09-12-05-45
0.026688861612642098,21-09-12-05-46
0.026688861612642098,21-09-12-05-47
0.026688861612642098,21-09-12-05-48
0.02601740400520888,21-09-12-05-49
0.02601740400520888,21-09-12-05-50
0.026338606523791705,21-09-12-05-51
0.026338606523791705,21-09-12-05-52
0.026338606523791705,21-09-12-05-53
0.026338606523791705,21-09-12-05-54
0.026605339105339104,21-09-12-05-55
0.026605339105339104,21-09-12-05-56
0.026605339105339104,21-09-12-05-57
0.026942115549710485,21-09-12-05-58
0.026942115549710485,21-09-12-05-59
0.024819624819624818,21-09-12-06-00
0.024819624819624818,21-09-12-06-01
0.024819624819624818,21-09-12-06-02
0.02660533910533911,21-09-12-06-03
0.026605339105339104,21-09-12-06-04
0.026605339105339104,21-09-12-06-05
0.026605339105339104,21-09-12-06-06
0.026605339105339104,21-09-12-06-07
0.027542839105339105,21-09-12-06-08
0.027891482638318078,21-09-12-06-10
0.02608316437430362,21-09-12-06-11
0.02608316437430362,21-09-12-06-12
0.02608316437430362,21-09-12-06-13
0.02608316437430362,21-09-12-06-14
0.02608316437430362,21-09-12-06-15
0.02608316437430362,21-09-12-06-16
0.02608316437430362,21-09-12-06-17
0.02608316437430362,21-09-12-06-18
0.0275428391053391,21-09-12-06-19
0.0275428391053391,21-09-12-06-20
0.0275428391053391,21-09-12-06-21
0.0275428391053391,21-09-12-06-22
0.0275428391053391,21-09-12-06-23
0.027202804054655902,21-09-12-06-24
0.0275428391053391,21-09-12-06-25
0.0275428391053391,21-09-12-06-26
0.03316783910533911,21-09-12-06-27
0.03316783910533911,21-09-12-06-28
0.03316783910533911,21-09-12-06-29
0.0322303391053391,21-09-12-06-30
0.0322303391053391,21-09-12-06-31
0.0322303391053391,21-09-12-06-32
0.03401605339105339,21-09-12-06-33
0.03401605339105339,21-09-12-06-34
0.03359610211462063,21-09-12-06-35
0.03359610211462063,21-09-12-06-36
0.03153848894589635,21-09-12-06-37
0.03153848894589635,21-09-12-06-38
0.03153848894589635,21-09-12-06-39
0.031932720057720056,21-09-12-06-40
0.031932720057720056,21-09-12-06-41
0.031932720057720056,21-09-12-06-42
0.031932720057720056,21-09-12-06-44
0.031932720057720056,21-09-12-06-45
0.03402469541710047,21-09-12-06-46
0.03402469541710047,21-09-12-06-47
0.03359938672438672,21-09-12-06-48
0.036322601010101006,21-09-12-06-49
0.03678238076972253,21-09-12-06-50
0.03678238076972253,21-09-12-06-51
0.03678238076972253,21-09-12-06-52
0.03678238076972253,21-09-12-06-53
0.03678238076972253,21-09-12-06-54
0.037253949753949744,21-09-12-06-55
0.037253949753949744,21-09-12-06-56
0.037253949753949744,21-09-12-06-57
0.037253949753949744,21-09-12-06-58
0.03583301368111493,21-09-12-06-59
0.034692768553528035,21-09-12-07-00
0.035137547637547624,21-09-12-07-01
0.035137547637547624,21-09-12-07-02
0.03793058793058793,21-09-12-07-03
0.03438968438968438,21-09-12-07-04
0.03688256188256188,21-09-12-07-05
0.03688256188256188,21-09-12-07-06
0.03688256188256188,21-09-12-07-07
0.03641569401063071,21-09-12-07-08
0.03641569401063071,21-09-12-07-09
0.03784410034410034,21-09-12-07-10
0.03784410034410034,21-09-12-07-11
0.037844100344100344,21-09-12-07-12
0.036012598512598505,21-09-12-07-13
0.03161016472704784,21-09-12-07-14
0.03301293005240374,21-09-12-07-15
0.03301293005240374,21-09-12-07-16
0.03301293005240374,21-09-12-07-18
0.0344394782706471,21-09-12-07-19
0.0344394782706471,21-09-12-07-20
0.040352504638218926,21-09-12-07-21
0.040352504638218926,21-09-12-07-22
0.040352504638218926,21-09-12-07-23
0.040352504638218926,21-09-12-07-24
0.037522603978300186,21-09-12-07-25
0.037522603978300186,21-09-12-07-26
0.037522603978300186,21-09-12-07-27
0.037522603978300186,21-09-12-07-28
0.037522603978300186,21-09-12-07-29
0.03819940476190477,21-09-12-07-30
0.03819940476190477,21-09-12-07-31
0.03772780717225161,21-09-12-07-32
0.03772780717225161,21-09-12-07-33
0.03772780717225161,21-09-12-07-34
0.039373897707231036,21-09-12-07-35
0.039373897707231036,21-09-12-07-36
0.039373897707231036,21-09-12-07-37
0.039373897707231036,21-09-12-07-38
0.039373897707231036,21-09-12-07-39
0.039866071428571424,21-09-12-07-40
0.039866071428571424,21-09-12-07-41
0.039866071428571424,21-09-12-07-42
0.03986607142857143,21-09-12-07-43
0.03986607142857143,21-09-12-07-44
0.0377827380952381,21-09-12-07-45
0.0377827380952381,21-09-12-07-46
0.0377827380952381,21-09-12-07-47
0.039079952968841855,21-09-12-07-48
0.039079952968841855,21-09-12-07-50
0.03644345238095238,21-09-12-07-51
0.03644345238095238,21-09-12-07-52
0.03644345238095238,21-09-12-07-53
0.03331845238095238[0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, -0.075, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.21666666666666665, 0.375, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.13333333333333333, 0.14285714285714285, 0.0, 0.0, 0.0, -0.075, 0.0, 0.14285714285714285, 0.0, 0.14285714285714285, -0.16666666666666666, 0.0, 0.0, 0.14285714285714285, 0.0, -0.075, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.25, 0.0, 0.0, 0.08, 0.08, 0.08, 0.08, 0.08, 0.0, 0.14285714285714285, -0.075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285],21-09-12-07-53
0.03331845238095238,21-09-12-07-54
0.03331845238095238[0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, -0.075, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.21666666666666665, 0.375, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.13333333333333333, 0.14285714285714285, 0.0, 0.0, 0.0, -0.075, 0.0, 0.14285714285714285, 0.0, 0.14285714285714285, -0.16666666666666666, 0.0, 0.0, 0.14285714285714285, 0.0, -0.075, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.25, 0.0, 0.0, 0.08, 0.08, 0.08, 0.08, 0.08, 0.0, 0.14285714285714285, -0.075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285],21-09-12-07-54
0.03193188667872212,21-09-12-07-55
0.03193188667872212,21-09-12-07-56
0.03193188667872212,21-09-12-07-57
0.03193188667872212,21-09-12-07-58
0.03193188667872212,21-09-12-07-58
0.03193188667872212,21-09-12-07-59
0.03193188667872212,21-09-12-07-59
0.03234126984126984,21-09-12-08-00
0.03234126984126984,21-09-12-08-00
0.032761286332714905,21-09-12-08-01
0.032761286332714905,21-09-12-08-01
0.03234126984126984,21-09-12-08-02
0.03234126984126984,21-09-12-08-02
0.03417277167277166,21-09-12-08-03
0.03417277167277166,21-09-12-08-03
0.03246336996336996,21-09-12-08-04
0.03246336996336996,21-09-12-08-04
0.03246336996336996,21-09-12-08-05
0.03246336996336996,21-09-12-08-05
0.03246336996336996,21-09-12-08-06
0.03246336996336996,21-09-12-08-06
0.03246336996336996,21-09-12-08-07
0.03246336996336996,21-09-12-08-07
0.03246336996336996,21-09-12-08-08
